B2094654D06EA4FA4192,116.31718,39.48167
B2094656D16FA6F5479C,116.31566,39.43794
B2094654D065AAFC409D,116.39727,39.50676
B2094750D069A5FC4192,116.324,39.425
B2094656D168ABF8489E,116.48757,39.5049
B2094656D16FA6F5479A,116.29895,39.44168
B2094654D364ABFE419C,116.32273,39.51022
B2094654D364ABFE4193,116.32037,39.51034
B2094656D16FA6F5469D,116.2963,39.44106
B2094656D16FA6F54493,116.30857,39.43085
B2094656D16FA6F54699,116.30607,39.43414
B2094757D56FA3FB449C,116.30204834,39.43755778
B2094750D069A5FF489F,116.3,39.438
B2094656D16FA6F5469F,116.29662,39.4383
B2094654D06EABFC429B,116.32537,39.51814
B2094656D16FA6F5469B,116.30118,39.43127
B2094656D16FA6F5469A,116.29761,39.43157
B2094654D364ABFE439D,116.32574,39.52152
B2094656D16FA6F5459D,116.29367,39.43132
B2094654D364ABFE479E,116.46004,39.55879
B2094654D06EA4FB439F,116.35316,39.55064
B2094656D06FABF5489F,116.17794,39.52552
B2094656D068A3FC469E,115.72514,39.51832
B2094656D068A2F44999,115.72472,39.51501
B2094656D16FA6F54393,116.16951,39.47103
B2094654D065ABFE4993,115.79933,39.54491
B2094654D06EABFC469E,115.71764,39.57168
B2094654D16CA3FC409A,115.71636,39.57147
B2094656D068A2FB4293,115.70542,39.45833
B2094656D068A2FD4992,115.7863,39.45649
B2094654D065AAF8469B,115.81908,39.55192
B2094656D16FA6F5439F,116.18826,39.44382
B2094656D06FABFB469B,116.17998,39.56221
B2094656D06FAAFF4292,115.65703,39.48574
B2094656D068A2FB419D,115.67753,39.57588
B2094656D068A3FC409C,115.86724,39.52864
B2094656D06FAAFE499D,115.85025,39.476
B2094656D06FAAFA4793,115.90216,39.47188
B2094654D065AAF5499C,115.89709,39.57194
B2094753D064A5FF499A,115.90055,39.579151
B2094654D069A6FD4999,115.90046,39.57926
B2094654D364A4F44493,116.2787,39.60446
B2094654D364A4F94692,115.75626,39.61773
B2094654D06EA4FB4792,116.20203,39.61524
B2094750D069ABF4409D,116.415,39.62
B2094654D065A4FB459C,116.49573,39.61745
B2094654D364ABFC4498,116.49494,39.61742
B2094654D364ABFC449E,116.49466,39.6175
B2094654D065AAF5499A,116.32568,39.62956
B2094654D06EABFC4699,115.90866,39.61441
B2094654D06AA2F84493,115.91003,39.61436
B2094654D06EABFC4599,116.41462,39.63163
B2094654D069A6FD469D,116.4038,39.63143
B2094656D06FAAFA4993,115.97629,39.53502
B2094656D06CA1F44593,115.97113,39.51842
B2094654D065ABFD479C,115.96449,39.60213
B2094654D065AAFA469A,115.97192,39.60206
B2094654D065AAFA4093,116.32569,39.63185
B2094750D069A5FF409A,116.589,39.571
B2094656D16EAAFB4598,116.57268,39.50799
B2094656D16EAAFB4599,116.57633,39.50687
B2094656D06FABF44199,116.11298,39.55117
B2094656D068A2F54299,116.11079,39.55146
B2094656D06FAAFD4799,115.99828,39.56349
B2094654D66CABFF489C,116.11781,39.60859
B2094656D068A3FB459B,116.05238,39.54805
B2094654D065A4FB429C,115.98915,39.60011
B2094654D06EA4FF439B,116.04304,39.59593
B2094654D06EA4FC489E,116.02016,39.59703
B2094654D364A4FB439C,116.02116,39.59727
B2094654D06EABFC439D,116.02129,39.5976
B2094654D06EA4FF4498,116.02892,39.60242
B2094654D364A4F44098,116.02967,39.60095
B2094654D06EABFC4592,116.06769,39.64407
B2094656D068A3F84493,115.97065,39.49506
B2094656D06FABF4449D,115.97478,39.49295
B2094656D06CA0F94399,115.96535,39.4893
